In this analyse, we chose lmbd=0.01, eta=0.01 and 300 epochs...

n_layers: 1, batch_size:10, n_neurons:5 gives score of: [0.6482295989990234, 0.6666666865348816] 
n_layers: 5, batch_size:80, n_neurons:40 gives score of: [1.2185522317886353, 0.6333333253860474] 
n_layers: 5, batch_size:80, n_neurons:45 gives score of: [0.9673449397087097, 0.8166666626930237] 
n_layers: 5, batch_size:80, n_neurons:50 gives score of: [0.9599887728691101, 0.8500000238418579] 
n_layers: 5, batch_size:80, n_neurons:55 gives score of: [1.017504334449768, 0.7833333611488342] 
n_layers: 5, batch_size:80, n_neurons:60 gives score of: [1.1086069345474243, 0.7833333611488342] 
n_layers: 5, batch_size:80, n_neurons:65 gives score of: [1.2690082788467407, 0.6666666865348816] 
n_layers: 5, batch_size:80, n_neurons:70 gives score of: [0.8635966181755066, 0.8333333134651184] 
n_layers: 5, batch_size:80, n_neurons:75 gives score of: [1.096873164176941, 0.8166666626930237] 
n_layers: 5, batch_size:80, n_neurons:80 gives score of: [1.1305344104766846, 0.8166666626930237] 
n_layers: 5, batch_size:90, n_neurons:5 gives score of: [0.78335040807724, 0.550000011920929] 
n_layers: 5, batch_size:90, n_neurons:10 gives score of: [0.7116075158119202, 0.7166666388511658] 
n_layers: 5, batch_size:90, n_neurons:15 gives score of: [0.7694932222366333, 0.699999988079071] 
n_layers: 5, batch_size:90, n_neurons:20 gives score of: [0.8393178582191467, 0.7666666507720947] 
n_layers: 5, batch_size:90, n_neurons:25 gives score of: [0.7200096249580383, 0.8166666626930237] 
n_layers: 5, batch_size:90, n_neurons:30 gives score of: [0.6446616053581238, 0.8166666626930237] 
n_layers: 5, batch_size:90, n_neurons:35 gives score of: [0.9142544865608215, 0.8333333134651184] 
n_layers: 5, batch_size:90, n_neurons:40 gives score of: [1.0334522724151611, 0.7833333611488342] 
n_layers: 5, batch_size:90, n_neurons:45 gives score of: [0.9172016978263855, 0.7833333611488342] 
n_layers: 5, batch_size:90, n_neurons:50 gives score of: [0.955717921257019, 0.8166666626930237] 
n_layers: 5, batch_size:90, n_neurons:55 gives score of: [0.9296116232872009, 0.8333333134651184] 
n_layers: 5, batch_size:90, n_neurons:60 gives score of: [0.9571412205696106, 0.8333333134651184] 
n_layers: 5, batch_size:90, n_neurons:65 gives score of: [1.4337471723556519, 0.6166666746139526] 
n_layers: 5, batch_size:90, n_neurons:70 gives score of: [0.9982896447181702, 0.8500000238418579] 
n_layers: 5, batch_size:90, n_neurons:75 gives score of: [1.051889181137085, 0.8333333134651184] 
n_layers: 5, batch_size:90, n_neurons:80 gives score of: [1.2844477891921997, 0.7833333611488342] 
n_layers: 5, batch_size:100, n_neurons:5 gives score of: [0.654714822769165, 0.6833333373069763] 
n_layers: 5, batch_size:100, n_neurons:10 gives score of: [0.5857896208763123, 0.8166666626930237] 
n_layers: 5, batch_size:100, n_neurons:15 gives score of: [0.7784929871559143, 0.75] 
n_layers: 5, batch_size:100, n_neurons:20 gives score of: [0.7572532892227173, 0.8166666626930237] 
n_layers: 5, batch_size:100, n_neurons:25 gives score of: [0.9585583806037903, 0.7333333492279053] 
n_layers: 5, batch_size:100, n_neurons:30 gives score of: [1.0516726970672607, 0.7166666388511658] 
n_layers: 5, batch_size:100, n_neurons:35 gives score of: [0.8503695130348206, 0.8500000238418579] 
n_layers: 5, batch_size:100, n_neurons:40 gives score of: [0.7709029316902161, 0.8500000238418579] 
n_layers: 5, batch_size:100, n_neurons:45 gives score of: [0.914867639541626, 0.8500000238418579] 
n_layers: 5, batch_size:100, n_neurons:50 gives score of: [0.9510368704795837, 0.8666666746139526] 
n_layers: 5, batch_size:100, n_neurons:55 gives score of: [0.9555138349533081, 0.800000011920929] 
n_layers: 5, batch_size:100, n_neurons:60 gives score of: [1.0191174745559692, 0.800000011920929] 
n_layers: 5, batch_size:100, n_neurons:65 gives score of: [0.874966561794281, 0.8333333134651184] 
n_layers: 5, batch_size:100, n_neurons:70 gives score of: [1.1509323120117188, 0.800000011920929] 
n_layers: 5, batch_size:100, n_neurons:75 gives score of: [1.166442632675171, 0.7666666507720947] 
n_layers: 5, batch_size:100, n_neurons:80 gives score of: [1.047914981842041, 0.8166666626930237] 
n_layers: 5, batch_size:110, n_neurons:5 gives score of: [0.6296434998512268, 0.6499999761581421] 
n_layers: 5, batch_size:110, n_neurons:10 gives score of: [0.7170786261558533, 0.699999988079071] 
n_layers: 5, batch_size:110, n_neurons:15 gives score of: [0.73243647813797, 0.7333333492279053] 
n_layers: 5, batch_size:110, n_neurons:20 gives score of: [0.785247266292572, 0.699999988079071] 
n_layers: 5, batch_size:110, n_neurons:25 gives score of: [0.7625725269317627, 0.800000011920929] 
n_layers: 5, batch_size:110, n_neurons:30 gives score of: [0.8270378708839417, 0.8333333134651184] 
n_layers: 5, batch_size:110, n_neurons:35 gives score of: [0.7662104368209839, 0.8500000238418579] 
n_layers: 5, batch_size:110, n_neurons:40 gives score of: [0.8885682225227356, 0.800000011920929] 
n_layers: 5, batch_size:110, n_neurons:45 gives score of: [0.8933677673339844, 0.7833333611488342] 
n_layers: 5, batch_size:110, n_neurons:50 gives score of: [0.9585113525390625, 0.7666666507720947] 
n_layers: 5, batch_size:110, n_neurons:55 gives score of: [1.2613970041275024, 0.75] 
n_layers: 5, batch_size:110, n_neurons:60 gives score of: [1.0024553537368774, 0.7833333611488342] 
n_layers: 5, batch_size:110, n_neurons:65 gives score of: [0.8895267248153687, 0.8333333134651184] 
n_layers: 5, batch_size:110, n_neurons:70 gives score of: [1.0416152477264404, 0.8500000238418579] 
n_layers: 5, batch_size:110, n_neurons:75 gives score of: [1.383050799369812, 0.7166666388511658] 
n_layers: 5, batch_size:110, n_neurons:80 gives score of: [1.138364315032959, 0.7833333611488342] 
n_layers: 5, batch_size:120, n_neurons:5 gives score of: [0.6447837352752686, 0.75] 
n_layers: 5, batch_size:120, n_neurons:10 gives score of: [0.7130772471427917, 0.7166666388511658] 
n_layers: 5, batch_size:120, n_neurons:15 gives score of: [0.824696958065033, 0.699999988079071] 
n_layers: 5, batch_size:120, n_neurons:20 gives score of: [0.6305139064788818, 0.8500000238418579] 
n_layers: 5, batch_size:120, n_neurons:25 gives score of: [0.7654045224189758, 0.7666666507720947] 
n_layers: 5, batch_size:120, n_neurons:30 gives score of: [0.8990308046340942, 0.75] 
n_layers: 5, batch_size:120, n_neurons:35 gives score of: [0.7826032042503357, 0.8333333134651184] 
n_layers: 5, batch_size:120, n_neurons:40 gives score of: [1.0078709125518799, 0.75] 
n_layers: 5, batch_size:120, n_neurons:45 gives score of: [0.7658668756484985, 0.8333333134651184] 
n_layers: 5, batch_size:120, n_neurons:50 gives score of: [0.7948634028434753, 0.8333333134651184] 
n_layers: 5, batch_size:120, n_neurons:55 gives score of: [1.0739103555679321, 0.800000011920929] 
n_layers: 5, batch_size:120, n_neurons:60 gives score of: [0.9659157395362854, 0.8166666626930237] 
n_layers: 5, batch_size:120, n_neurons:65 gives score of: [1.1087926626205444, 0.7166666388511658] 
n_layers: 5, batch_size:120, n_neurons:70 gives score of: [1.131696105003357, 0.75] 
n_layers: 5, batch_size:120, n_neurons:75 gives score of: [1.2648411989212036, 0.7666666507720947] 
n_layers: 5, batch_size:120, n_neurons:80 gives score of: [1.1403440237045288, 0.8500000238418579] 
n_layers: 5, batch_size:130, n_neurons:5 gives score of: [0.7890298366546631, 0.5333333611488342] 
n_layers: 5, batch_size:130, n_neurons:10 gives score of: [0.69159996509552, 0.8166666626930237] 
n_layers: 5, batch_size:130, n_neurons:15 gives score of: [0.8506172299385071, 0.699999988079071] 
n_layers: 5, batch_size:130, n_neurons:20 gives score of: [0.7670111060142517, 0.699999988079071] 
n_layers: 5, batch_size:130, n_neurons:25 gives score of: [0.8575420379638672, 0.8166666626930237] 
n_layers: 5, batch_size:130, n_neurons:30 gives score of: [1.00193190574646, 0.7666666507720947] 
n_layers: 5, batch_size:130, n_neurons:35 gives score of: [0.8602848052978516, 0.8166666626930237] 
n_layers: 5, batch_size:130, n_neurons:40 gives score of: [1.1495717763900757, 0.75] 
n_layers: 5, batch_size:130, n_neurons:45 gives score of: [0.9307453036308289, 0.800000011920929] 
n_layers: 5, batch_size:130, n_neurons:50 gives score of: [0.9344725012779236, 0.8333333134651184] 
n_layers: 5, batch_size:130, n_neurons:55 gives score of: [0.9700087308883667, 0.8500000238418579] 
n_layers: 5, batch_size:130, n_neurons:60 gives score of: [1.027485966682434, 0.8166666626930237] 
n_layers: 5, batch_size:130, n_neurons:65 gives score of: [1.1058388948440552, 0.800000011920929] 
n_layers: 5, batch_size:130, n_neurons:70 gives score of: [1.1307204961776733, 0.8500000238418579] 
n_layers: 5, batch_size:130, n_neurons:75 gives score of: [1.3153679370880127, 0.7333333492279053] 
n_layers: 5, batch_size:130, n_neurons:80 gives score of: [1.148924708366394, 0.8500000238418579] 
n_layers: 5, batch_size:140, n_neurons:5 gives score of: [0.7298020124435425, 0.6666666865348816] 
n_layers: 5, batch_size:140, n_neurons:10 gives score of: [0.7266746163368225, 0.7333333492279053] 
n_layers: 5, batch_size:140, n_neurons:15 gives score of: [0.7472760677337646, 0.7333333492279053] 
n_layers: 5, batch_size:140, n_neurons:20 gives score of: [0.7664782404899597, 0.800000011920929] 
n_layers: 5, batch_size:140, n_neurons:25 gives score of: [0.7922704219818115, 0.7666666507720947] 
n_layers: 5, batch_size:140, n_neurons:30 gives score of: [0.7691090703010559, 0.8500000238418579] 
n_layers: 5, batch_size:140, n_neurons:35 gives score of: [0.7519187927246094, 0.8333333134651184] 
n_layers: 5, batch_size:140, n_neurons:40 gives score of: [0.8474720120429993, 0.8500000238418579] 
n_layers: 5, batch_size:140, n_neurons:45 gives score of: [1.0782439708709717, 0.8166666626930237] 
n_layers: 5, batch_size:140, n_neurons:50 gives score of: [1.0140643119812012, 0.7666666507720947] 
n_layers: 5, batch_size:140, n_neurons:55 gives score of: [0.9356464147567749, 0.8500000238418579] 
n_layers: 5, batch_size:140, n_neurons:60 gives score of: [0.9907294511795044, 0.8333333134651184] 
n_layers: 5, batch_size:140, n_neurons:65 gives score of: [1.1556172370910645, 0.8333333134651184] 
n_layers: 5, batch_size:140, n_neurons:70 gives score of: [1.0127367973327637, 0.8333333134651184] 
n_layers: 5, batch_size:140, n_neurons:75 gives score of: [1.0866895914077759, 0.7833333611488342] 
n_layers: 5, batch_size:140, n_neurons:80 gives score of: [1.085520625114441, 0.8333333134651184] 
n_layers: 5, batch_size:150, n_neurons:5 gives score of: [0.7530497312545776, 0.6000000238418579] 
n_layers: 5, batch_size:150, n_neurons:10 gives score of: [0.6032080054283142, 0.8166666626930237] 
n_layers: 5, batch_size:150, n_neurons:15 gives score of: [0.8739181756973267, 0.7333333492279053] 
n_layers: 5, batch_size:150, n_neurons:20 gives score of: [0.8428976535797119, 0.7333333492279053] 
n_layers: 5, batch_size:150, n_neurons:25 gives score of: [0.6935981512069702, 0.8333333134651184] 
n_layers: 5, batch_size:150, n_neurons:30 gives score of: [0.8395804166793823, 0.7166666388511658] 
n_layers: 5, batch_size:150, n_neurons:35 gives score of: [0.8084306716918945, 0.8333333134651184] 
n_layers: 5, batch_size:150, n_neurons:40 gives score of: [1.0651899576187134, 0.800000011920929] 
